"run_id","invalid_reason","count"
"76,714",Call instruction:   %call = tail call i32 @is_edge_vertex(i32 %pos) #3,1
"76,714",Call instruction:   call void @propagate_worm(i32 %7),1
"76,714","Call instruction:   call void @unconditional_life(i32* %arraydecay, i32 %color.056) #3",1
"76,714","Call instruction:   tail call void @add_attack_move(i32 %5, i32 %7, i32 %6) #3",1
"76,714","Call instruction:   tail call void @add_defense_move(i32 %14, i32 %16, i32 %15) #3",1
"76,714",Non affine access function: (100 + (380 * (sext i32 %154 to i64))<nsw>)<nsw>,1
"76,714","Non affine access function: (12 + (380 * (sext i32 ({21,+,1}<%for.body60> + %28) to i64))<nsw>)<nsw>",1
"76,714",Non affine access function: (sext i32 (%11 + %12) to i64),1
"76,714",Non affine access function: (sext i32 (%pos + %0) to i64),2
"76,714",Non affine access function: (sext i32 (%pos + %5) to i64),1
"76,714",Non affine branch in BB 'entry.split' with LHS: %call and RHS: 0,5
"76,714",Non affine branch in BB 'if.end254' with LHS: %call255 and RHS: 0,1
"76,714",Non affine branch in BB 'lor.lhs.false52' with LHS: %call53 and RHS: 0,1
"76,714",Non affine branch in BB 'lor.lhs.false8' with LHS: %call and RHS: 0,1
"76,714",Non affine loop bound '(-1 + (zext i32 %call31 to i64))<nsw>' in loop: for.body35,1
"76,714",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,2
"76,714",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body237,1
"76,714",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body6,1
"76,714",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body82,1
"76,714",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body151,2
"76,714",Polly returned no reason,7
"76,714",Region is toplevel region.,15
"76,713","Call instruction:   %call113 = call i32 @trymove(i32 %27, i32 %color, i8* getelementptr inbounds ([22 x i8], [22 x i8]* @.str.105, i64 0, i64 0), i32 %ko_move, i32 0, i32 %ko_move) #4",1
"76,713","Call instruction:   %call11 = tail call i32 @is_legal(i32 %add4, i32 %color) #4",1
"76,713","Call instruction:   %call177 = call i32 @owl_does_attack(i32 %35, i32 %dd.0, i32* nonnull %kworm) #4",1
"76,713","Call instruction:   %call241 = call i32 @owl_does_defend(i32 %52, i32 %dd.0, i32* nonnull %kworm240) #4",1
"76,713","Call instruction:   %call250 = tail call i32 @move_connects_strings(i32 %pos, i32 %color)",1
"76,713","Call instruction:   %call260 = tail call i32 @move_reason_known(i32 %pos, i32 52, i32 -1) #4",1
"76,713","Call instruction:   %call302 = call i32 @same_string(i32 %pos, i32 %64) #4",1
"76,713",Call instruction:   %call31 = tail call float @compute_shape_factor(i32 %pos),1
"76,713","Call instruction:   %call385 = call i32 @owl_does_defend(i32 %79, i32 %80, i32* nonnull %kworm383) #4",1
"76,713","Call instruction:   %call407 = call i32 @trymove(i32 %pos, i32 %color, i8* getelementptr inbounds ([29 x i8], [29 x i8]* @.str.49, i64 0, i64 0), i32 0, i32 0, i32 0) #4",1
"76,713","Call instruction:   %call410 = call i32 @owl_does_attack(i32 %92, i32 %93, i32* nonnull %kworm408) #4",1
"76,713","Call instruction:   %call443 = tail call float @connection_value(i32 %82, i32 %85, i32 %pos, float %.sink839)",1
"76,713","Call instruction:   %call483 = tail call float @connection_value(i32 %85, i32 %82, i32 %pos, float %.sink842)",1
"76,713","Call instruction:   %call527 = call i32 @liberty_of_string(i32 %pos, i32 %aa.0) #4",1
"76,713","Call instruction:   %call72 = call float @crude_dragon_weakness(i32 %6, %struct.eyevalue* nonnull %genus_sum, i32 %16, float %add69, float %conv71) #4",1
"76,713","Call instruction:   %call81 = tail call float @soft_cap(float %20, float 1.500000e+01) #4",3
"76,713","Call instruction:   %call820 = tail call float @strategic_penalty(i32 %pos, i32 %color)",1
"76,713","Non affine access function: ((104 * (sext i32 %141 to i64))<nsw> + {4,+,4}<%for.body707>)",1
"76,713","Non affine access function: ((104 * (sext i32 %49 to i64))<nsw> + {4,+,4}<%for.body230>)",1
"76,713","Non affine access function: ((104 * (sext i32 %97 to i64))<nsw> + {4,+,4}<%for.body528>)",1
"76,713",Non affine access function: (12 * (sext i32 %22 to i64))<nsw>,1
"76,713",Non affine access function: (12 * (sext i32 %66 to i64))<nsw>,1
"76,713",Non affine access function: (16 + (76 * (sext i32 %158 to i64))<nsw>)<nsw>,2
"76,713",Non affine access function: (4 + (564 * (sext i32 %5 to i64))<nsw>)<nsw>,1
"76,713",Non affine access function: (4 * (sext i32 %44 to i64))<nsw>,1
"76,713",Non affine access function: (4 * (sext i32 %N.1284 to i64))<nsw>,1
"76,713",Non affine access function: (64 + (76 * (sext i32 %2 to i64))<nsw>)<nsw>,2
"76,713",Non affine access function: (64 + (76 * (sext i32 %bb.7.lcssa to i64))<nsw>)<nsw>,1
"76,713",Non affine access function: (sext i32 %14 to i64),1
"76,713","Non affine access function: (sext i32 ({21,+,1}<%for.body280> + %70) to i64)",1
"76,713",Non affine access function: (sext i32 %best_move.4.lcssa to i64),2
"76,713",Non affine branch in BB 'for.body' with LHS: %0 and RHS: %move,1
"76,713",Non affine branch in BB 'if.end14' with LHS: %5 and RHS: 44,1
"76,713",Non affine branch in BB 'lor.lhs.false107' with LHS: %32 and RHS: -1,1
"76,713",Non affine loop bound '(-1 + (zext i32 %num_adj.0 to i64))<nsw>' in loop: for.body299,4
"76,713",Non affine loop bound '(-1 + (zext i32 %num_adj.0 to i64))<nsw>' in loop: for.body299.profile.exit.split,4
"76,713",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body108,1
"76,713",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body13,1
"76,713",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body147,1
"76,713",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body6,1
"76,713",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body707,1
"76,713",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body707.profile.exit.split,1
"76,713",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body71,1
"76,713",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body71.profile.exit.split,2
"76,713",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.cond,1
"76,713",Polly returned no reason,10
"76,713",Region is toplevel region.,16
"76,712","Base address not invariant in current region:  %vaarg.addr18.in = phi i8* [ %8, %vaarg.in_reg11 ], [ %overflow_arg_area15, %vaarg.in_mem13 ]",1
"76,712","Base address not invariant in current region:  %vaarg.addr18.in = phi i8* [ %vaarg.addr18.in.ph, %vaarg.end17.profile.exit.split ]",1
"76,712","Base address not invariant in current region:  %vaarg.addr30.in = phi i8* [ %13, %vaarg.in_reg23 ], [ %overflow_arg_area27, %vaarg.in_mem25 ]",2
"76,712","Base address not invariant in current region:  %vaarg.addr30.in = phi i8* [ %vaarg.addr30.in.ph, %vaarg.end29.profile.exit.split ]",2
"76,712","Base address not invariant in current region:  %vaarg.addr42.in = phi i8* [ %18, %vaarg.in_reg35 ], [ %overflow_arg_area39, %vaarg.in_mem37 ]",1
"76,712","Base address not invariant in current region:  %vaarg.addr.in = phi i8* [ %3, %vaarg.in_reg ], [ %overflow_arg_area, %vaarg.in_mem ]",4
"76,712","Call instruction:   %call116 = call i32 @attack(i32 %26, i32* nonnull %dpos) #3",1
"76,712","Call instruction:   %call11 = call i32 @atari_atari_blunder_size(i32 %color, i32 %move, i32* nonnull %apos, i8* %safe_stones) #3",1
"76,712","Call instruction:   %call136 = call i32 @double_atari(i32 %31, i32 %sub, float* nonnull %d_a_blunder_size, i8* %safe_stones)",2
"76,712",Call instruction:   call void @popgo() #3,1
"76,712",Non affine access function: (sext i32 ((20 * (%div + %1)) + %rem + %2) to i64),1
"76,712",Non affine access function: (sext i32 (%35 + %36) to i64),1
"76,712",Non affine branch in BB 'for.body120' with LHS: (zext i8 %28 to i32) and RHS: %color,1
"76,712",Non affine branch in BB 'if.end17' with LHS: (zext i8 %5 to i32) and RHS: %color,1
"76,712",Non affine loop bound '(-1 + %call)' in loop: for.body,1
"76,712",Non affine loop bound '(-1 + (zext i32 %call184 to i64))<nsw>' in loop: for.body188,1
"76,712",Non affine loop bound '(-1 + (zext i32 %call216 to i64))<nsw>' in loop: for.body220,2
"76,712",Non affine loop bound '(-1 + (zext i32 %call79 to i64))<nsw>' in loop: for.body83,1
"76,712",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,712",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body100,2
"76,712",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body39,1
"76,712",Polly returned no reason,2
"76,712",Region is toplevel region.,17
"76,711",Non affine branch in BB 'for.body30' with LHS: %21 and RHS: %2,1
"76,711",Non affine loop bound '(1 + (sext i32 %93 to i64) + (-2 smax (-1 + (-1 * (sext i32 %93 to i64))<nsw>)<nsw>))' in loop: for.body264,1
"76,711",Non affine loop bound '((-1 * (sext i32 %left_boundary.0 to i64))<nsw> + ((sext i32 %right_boundary.0 to i64) smax (sext i32 %left_boundary.0 to i64)))' in loop: for.body457,1
"76,711",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body171,1
"76,711",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body30.profile.exit.split,2
"76,711",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body619,1
"76,711",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body932.profile.exit.split,1
"76,711",Polly returned no reason,2
"76,711",Region is toplevel region.,1
"76,710","Base address not invariant in current region:  %next_white.sink = phi i32* [ @next_white, %if.else110 ], [ @next_black, %if.then104 ]",2
"76,710","Call instruction:   %call5 = tail call i32 (%struct._IO_FILE*, i8*, ...) @fprintf(%struct._IO_FILE* %5, i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str.4, i64 0, i64 0), i32 %sub) #4",3
"76,710",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,710",Region is toplevel region.,4
"76,709","Call instruction:   %call279 = tail call i32 %57(%struct.pattern* %pattern, i32 %ll, i32 %add, i32 %color) #3",2
"76,709",Non affine access function: (4 * (sext i32 %l.0.lcssa to i64))<nsw>,1
"76,709",Non affine access function: (4 * (sext i32 %l.2.lcssa to i64))<nsw>,1
"76,709",Non affine branch in BB 'if.end271' with LHS: %54 and RHS: 0,5
"76,709",Non affine branch in BB 'if.end687' with LHS: (1048576 * (zext i1 (trunc i32 (%class.7 /u 1048576) to i1) to i32)) and RHS: 0,1
"76,709",Region is toplevel region.,3
"76,708",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,708",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body3,1
"76,708",Region is toplevel region.,4
"76,707","Call instruction:   %call64 = call i32 @owl_defend(i32 %33, i32* nonnull %move, i32* null, i32* nonnull %kworm) #3",1
"76,707","Call instruction:   %call = call i32 (i8*, ...) @gprintf(i8* getelementptr inbounds ([16 x i8], [16 x i8]* @.str.51, i64 0, i64 0), i32 %11) #3",1
"76,707",Call instruction:   tail call void @reset_engine() #3,1
"76,707",Polly returned no reason,2
"76,707",Region is toplevel region.,7
"76,706",Call instruction:   %call202 = call i32 @owl_substantial(i32 %40) #3,1
"76,706",Call instruction:   %call372 = call i32 @min_eyes(%struct.eyevalue* %genus371) #3,1
"76,706",Call instruction:   %call457 = call i32 @min_eyes(%struct.eyevalue* %genus456) #3,1
"76,706",Call instruction:   %call532 = call i32 @min_eyes(%struct.eyevalue* %genus531) #3,1
"76,706",Call instruction:   %call574 = call i32 @min_eyes(%struct.eyevalue* %genus573) #3,1
"76,706",Non affine access function: (48 + (104 * (sext i32 %57 to i64))<nsw>)<nsw>,1
"76,706",Non affine access function: (60 + (104 * (sext i32 %11 to i64))<nsw>)<nsw>,1
"76,706",Non affine branch in BB 'cond.end95' with LHS: %21 and RHS: 0,1
"76,706",Non affine branch in BB 'land.lhs.true' with LHS: %1 and RHS: 2,1
"76,706",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body152,4
"76,706",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body38,1
"76,706",Polly returned no reason,2
"76,706",Region is toplevel region.,5
"76,705","Call instruction:   %call10 = call i32 @captured_territory(i32 %8, i32 1)",1
"76,705","Call instruction:   %call126 = call i32 @captured_territory(i32 %37, i32 2)",1
"76,705",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,705",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body108,2
"76,705",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body3,1
"76,705",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body,1
"76,705",Polly returned no reason,3
"76,705",Region is toplevel region.,4
"76,702","Base address not invariant in current region:  %bb84.0.in = phi i32* [ %arrayidx122, %if.end116 ], [ %dd, %if.else123 ]",1
"76,702","Call instruction:   %call108 = call i32 @do_attack(i32 %str, i32* null, i32 %komaster, i32 %kom_pos)",1
"76,702","Call instruction:   %call10 = call i32 @approxlib(i32 %4, i32 %color, i32 10, i32* null) #4",2
"76,702","Call instruction:   %call117 = call i32 @safe_move(i32 %sub32, i32 %sub)",1
"76,702","Call instruction:   %call11 = call i32 @do_find_defense(i32 %str, i32* nonnull %the_move, i32 0, i32 0)",1
"76,702",Call instruction:   %call1 = tail call i32 @find_origin(i32 %str) #4,1
"76,702","Call instruction:   %call230 = call i32 @do_find_defense(i32 %str, i32* null, i32 %71, i32 %72)",2
"76,702","Call instruction:   %call235 = call i32 @do_find_defense(i32 %str, i32* null, i32 %74, i32 %75)",2
"76,702","Call instruction:   %call279 = call i32 @find_cap(i32 %str, i32* nonnull %xpos, i32 %komaster, i32 %kom_pos)",1
"76,702","Call instruction:   %call284 = call i32 @find_cap(i32 %str, i32* nonnull %xpos, i32 %komaster, i32 %kom_pos)",1
"76,702",Call instruction:   %call30 = call i32 @countlib(i32 %str) #4,1
"76,702","Call instruction:   %call311 = call i32 @draw_back(i32 %str, i32* nonnull %xpos, i32 %komaster, i32 %kom_pos)",1
"76,702","Call instruction:   %call387 = call i32 @do_find_defense(i32 %call, i32* null, i32 %106, i32 %107)",2
"76,702",Call instruction:   %call3 = tail call i32 @find_origin(i32 %str) #4,1
"76,702","Call instruction:   %call457 = call i32 @do_find_defense(i32 %str, i32* null, i32 %133, i32 %134)",2
"76,702","Call instruction:   %call55 = call i32 @do_find_defense(i32 %str, i32* null, i32 %komaster, i32 %kom_pos)",1
"76,702","Call instruction:   %call8 = call i32 @do_attack(i32 %str, i32* nonnull %the_move, i32 0, i32 0)",1
"76,702","Call instruction:   %call96 = call i32 @do_find_defense(i32 %str, i32* null, i32 %komaster, i32 %kom_pos)",1
"76,702","Call instruction:   %call96 = call i32 @simple_ladder_defend(i32 %call, i32* null, i32 %31, i32 %32)",1
"76,702","Call instruction:   %call99 = call i32 @safe_move(i32 %sub34, i32 %sub)",1
"76,702",Call instruction:   %call = tail call i32 @countlib(i32 %str) #4,2
"76,702",Call instruction:   %call = tail call i32 @find_origin(i32 %str) #4,2
"76,702","Call instruction:   call void @incremental_order_moves(i32 %4, i32 %color, i32 %str, i32* nonnull %number_edges, i32* nonnull %number_same_string, i32* nonnull %number_own, i32* nonnull %number_opponent, i32* nonnull %captured_stones, i32* nonnull %threatened_stones, i32* nonnull %saved_stones, i32* nonnull %number_open) #4",2
"76,702",Call instruction:   call void @popgo() #4,12
"76,702",Condition in BB 'cleanup' neither constant nor an icmp instruction,1
"76,702",Non affine access function: (sext i32 (%7 + %8) to i64),1
"76,702",Non affine access function: (sext i32 (%apos + %1 + %right.0) to i64),1
"76,702",Non affine branch in BB 'cleanup610' with LHS: (trunc i32 %cleanup.dest.slot.6 to i6) and RHS: (trunc i32 %cleanup.dest.slot.6 to i6),1
"76,702",Non affine branch in BB 'cleanup656' with LHS: (trunc i32 %cleanup.dest.slot.1 to i6) and RHS: (trunc i32 %cleanup.dest.slot.1 to i6),5
"76,702",Non affine branch in BB 'cleanup84' with LHS: %cleanup.dest.slot.1 and RHS: %cleanup.dest.slot.1,1
"76,702",Non affine branch in BB 'cleanup86' with LHS: %cleanup.dest.slot.1 and RHS: %cleanup.dest.slot.1,2
"76,702",Non affine loop bound '(-1 + (zext i32 %call to i64))<nsw>' in loop: for.body,2
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,9
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body134,1
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body241,2
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body266,1
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body289,1
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body3.profile.exit.split,1
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body404,1
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body44,1
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body85,1
"76,702",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body95,1
"76,702",Polly returned no reason,13
"76,702",Region is toplevel region.,19
"76,701","Call instruction:   %call42 = tail call i32 (%struct._IO_FILE*, i8*, ...) @fprintf(%struct._IO_FILE* %25, i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str.44, i64 0, i64 0), i32 %26) #6",1
"76,701",Call instruction:   %call507 = call i32 @countlib(i32 %add492) #4,1
"76,701","Call instruction:   %call623 = call i32 @liberty_of_string(i32 %92, i32 %str1) #4",2
"76,701",Call instruction:   call void @popgo() #4,2
"76,701",Non affine access function: (4 * (sext i32 %53 to i64))<nsw>,2
"76,701",Non affine access function: (4 * (sext i32 %min_at.0.lcssa to i64))<nsw>,1
"76,701",Non affine access function: (sext i32 (%92 + %93) to i64),2
"76,701",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,15
"76,701",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body153,4
"76,701",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body292,2
"76,701",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body375,1
"76,701",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body424,1
"76,701",Region is toplevel region.,5
"76,700","Base address not invariant in current region:  %bufp.0 = phi i8* [ %incdec.ptr14, %if.then10 ], [ %incdec.ptr, %if.end6 ]",1
"76,700","Base address not invariant in current region:  %vaarg.addr101.in = phi i8* [ %43, %vaarg.in_reg94 ], [ %overflow_arg_area98, %vaarg.in_mem96 ]",1
"76,700","Base address not invariant in current region:  %vaarg.addr168.in = phi i8* [ %60, %vaarg.in_reg161 ], [ %overflow_arg_area165, %vaarg.in_mem163 ]",2
"76,700","Base address not invariant in current region:  %vaarg.addr90.in = phi i8* [ %38, %vaarg.in_reg83 ], [ %overflow_arg_area87, %vaarg.in_mem85 ]",8
"76,700",Region is toplevel region.,7
"76,699","Call instruction:   %call = tail call i32 @find_persistent_reading_cache_entry(i32 %routine, i32 %str)",2
"76,699","Call instruction:   %call = tail call i32 @same_string(i32 %add82, i32 %add85) #3",1
"76,699",Call instruction:   %call = tail call i32 @verify_stored_board(i8* %arraydecay),1
"76,699",Condition in BB 'cleanup' neither constant nor an icmp instruction,4
"76,699","Non affine access function: (sext i32 ({21,+,1}<%for.body178> + %42) to i64)",1
"76,699",Non affine access function: (sext i32 %7 to i64),1
"76,699",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,7
"76,699",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body17,1
"76,699",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body35,1
"76,699",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body6,1
"76,699",Polly returned no reason,1
"76,699",Region is toplevel region.,7
"76,697","Call instruction:   %call1055 = call i32 @semeai_trymove(i32 %300, i32 %conv, i8* %306, i32 %307, i32 %308, i32 %owl_phase.addr.2, i32 %309) #4",1
"76,697","Call instruction:   %call132 = call i32 @owl_does_defend(i32 %22, i32 %bpos.4, i32* nonnull %kworm)",1
"76,697",Call instruction:   %call17 = tail call i32 @find_origin(i32 %5) #4,1
"76,697","Call instruction:   %call18 = call i32 @does_attack(i32 %5, i32 %lunch) #4",1
"76,697","Call instruction:   %call19 = call i32 @search_persistent_owl_cache(i32 0, i32 %8, i32 0, i32 0, i32* nonnull %result, i32* %defense_point, i32* %kworm, i32* null) #4",1
"76,697","Call instruction:   %call1 = call i32 @search_persistent_owl_cache(i32 1, i32 %target, i32 0, i32 0, i32* nonnull %result, i32* %defense_point, i32* %kworm, i32* %certain) #4",2
"76,697",Call instruction:   %call228 = call i32 @max_eyes(%struct.eyevalue* nonnull %probable_eyes_b) #4,2
"76,697","Call instruction:   %call23 = call i32 @does_defend(i32 %5, i32 %lunch) #4",1
"76,697",Call instruction:   %call266 = call i32 @max_eyes(%struct.eyevalue* nonnull %probable_eyes_b) #4,2
"76,697","Call instruction:   %call268 = call i32 @approxlib(i32 %92, i32 %conv, i32 2, i32* null) #4",1
"76,697",Call instruction:   %call325 = call i32 @min_eyes(%struct.eyevalue* nonnull %probable_eyes_b) #4,2
"76,697","Call instruction:   %call329 = call i32 @liberty_of_goal(i32 %137, %struct.local_owl_data* %owl)",1
"76,697","Call instruction:   %call341 = call i32 @komaster_trymove(i32 %108, i32 %conv, i8* %111, i32 %112, i32 %komaster, i32 %kom_pos, i32* nonnull %new_komaster, i32* nonnull %new_kom_pos, i32* nonnull %ko_move, i32 %conv340) #4",1
"76,697","Call instruction:   %call367 = call i32 @do_owl_attack(i32 %119, i32* null, i32* nonnull %wid, %struct.local_owl_data* %120, i32 %121, i32 %122, i32 %escape.inc350)",1
"76,697","Call instruction:   %call37 = call i32 @dragon_escape(i8* %arraydecay33, i32 %8, i8* %arraydecay36) #4",1
"76,697","Call instruction:   %call535 = call i32 (i8*, i8*, ...) @sprintf(i8* %arraydecay533, i8* getelementptr inbounds ([44 x i8], [44 x i8]* @.str.132, i64 0, i64 0), i32 %cond, i32 %sub534) #4",2
"76,697",Call instruction:   %call58 = tail call i32 @find_origin(i32 %15) #4,1
"76,697",Call instruction:   %call873 = call i32 @find_origin(i32 %254) #4,1
"76,697","Call instruction:   %call9 = call i32 @search_persistent_owl_cache(i32 0, i32 %target, i32 0, i32 0, i32* nonnull %result, i32* %attack_point, i32* %kworm, i32* %certain) #4",2
"76,697",Call instruction:   %call = call i32 @eye_move_urgency(%struct.eyevalue* %tmpcast588) #4,1
"76,697","Call instruction:   %call = tail call i32 @check_pattern_hard(i32 %9, i32 %color, %struct.pattern* %10, i32 %12)",1
"76,697",Call instruction:   %call = tail call i32 @get_reading_node_counter() #4,1
"76,697","Call instruction:   call void @close_pattern_list(i32 %conv, %struct.matched_patterns_list_data* nonnull %shape_defensive_patterns)",2
"76,697","Call instruction:   call void @close_pattern_list(i32 %conv, %struct.matched_patterns_list_data* nonnull %shape_patterns)",2
"76,697","Call instruction:   call void @close_pattern_list(i32 %sub, %struct.matched_patterns_list_data* nonnull %shape_patterns)",3
"76,697",Call instruction:   call void @popgo() #4,2
"76,697","Call instruction:   call void @sniff_lunch(i32 %169, i32* nonnull %lunch_min, i32* nonnull %lunch_probable, i32* nonnull %lunch_max, %struct.local_owl_data* %owl)",1
"76,697","Call instruction:   tail call void @owl_determine_life(%struct.local_owl_data* %owl, %struct.local_owl_data* null, i32 %komaster, i32 %does_attack, %struct.owl_move_data* %vital_moves, %struct.eyevalue* %probable_eyes, i32* %eyemin, i32* %eyemax)",1
"76,697",Condition in BB 'cleanup358' neither constant nor an icmp instruction,6
"76,697",Condition in BB 'cleanup' neither constant nor an icmp instruction,1
"76,697","Non affine access function: ((104 * (sext i32 %34 to i64))<nsw> + {4,+,4}<%for.body137>)",1
"76,697",Non affine access function: (4 * (sext i32 %w.4130 to i64))<nsw>,1
"76,697",Non affine access function: (sext i32 %135 to i64),1
"76,697",Non affine access function: (sext i32 %146 to i64),2
"76,697","Non affine access function: (sext i32 ({21,+,1}<%for.body35> + %12) to i64)",1
"76,697",Non affine access function: (sext i32 %2 to i64),2
"76,697",Non affine access function: (sext i32 %312 to i64),1
"76,697",Non affine access function: (sext i32 (%48 + %49) to i64),1
"76,697",Non affine access function: (sext i32 (%pos + %0) to i64),2
"76,697",Non affine access function: (sext i32 (%pos + %10) to i64),1
"76,697",Non affine branch in BB 'cleanup1147' with LHS: %cleanup.dest.slot.3 and RHS: %cleanup.dest.slot.3,1
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,19
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body140,1
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body144,3
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body181,1
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body21,1
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body235,1
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body330,3
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body39,1
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body460,7
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body490,2
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body599,5
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body6,1
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body787,2
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body794,1
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body80,2
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body81,2
"76,697",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body89,3
"76,697",Polly returned no reason,8
"76,697",Region is toplevel region.,31
"76,695","Base address not invariant in current region:  %conv127.sink.in.in = phi i8* [ %b126, %cond.false125 ], [ %a120, %cond.true119 ]",1
"76,695","Base address not invariant in current region:  %conv195.sink.in.in = phi i8* [ %c194, %cond.false193 ], [ %d188, %cond.true187 ]",1
"76,695","Base address not invariant in current region:  %conv232.sink.in.in = phi i8* [ %conv232.sink.in.in.ph, %cond.end236.profile.exit.split ]",1
"76,695","Base address not invariant in current region:  %conv232.sink.in.in = phi i8* [ %conv232.sink.in.in.ph, %cond.end236.profile.exit.split974 ]",1
"76,695","Base address not invariant in current region:  %conv266.sink.in.in = phi i8* [ %b265, %cond.false264 ], [ %a259, %cond.true258 ]",1
"76,695","Base address not invariant in current region:  %conv335.sink.in.in = phi i8* [ %c334, %cond.false333 ], [ %d328, %cond.true327 ]",1
"76,695","Base address not invariant in current region:  %conv37.sink.in.in = phi i8* [ %a36, %cond.false35 ], [ %b30, %cond.true29 ]",1
"76,695","Base address not invariant in current region:  %conv37.sink.in.in = phi i8* [ %conv37.sink.in.in.ph, %cond.end41.profile.exit.split ]",1
"76,695","Base address not invariant in current region:  %conv407.sink.in.in = phi i8* [ %d406, %cond.false405 ], [ %c400, %cond.true399 ]",1
"76,695","Base address not invariant in current region:  %conv475.sink.in.in = phi i8* [ %a474, %cond.false473 ], [ %b468, %cond.true467 ]",1
"76,695","Base address not invariant in current region:  %conv510.sink.sink.in.in = phi i8* [ %conv510.sink.sink.in.in.ph, %cond.end516.profile.exit.split ]",1
"76,695","Base address not invariant in current region:  %conv510.sink.sink.in.in = phi i8* [ %conv510.sink.sink.in.in.ph, %cond.end516.profile.exit.split979 ]",1
